id,name,lat,lng,name_en,name_la,order,order_en,family,family_en,images,danger,stamps,habitat,habitat_en,diet,diet_en,breeding,breeding_en,dimensions,description,description_en,threats,threats_en,extra,extra_en,unit,alerts,who_is_who,did_you_know,did_you_know_en,keywords,occurrence,occurrence_en
177,Pelikán kadeřavý,50.1165742,14.4068603,Dalmatian pelican,Pelecanus crispus,veslonozí,Pelecaniformes,pelikánovití,Pelecanidae,,NT,,"řeky, jezera, ústí řek","rivers, lakes, river deltas",ryby,fish,obvykle 2 vejce;inkubace 30–34 dny,usually 2 eggs incubation 30–34 days,"[{""title"":""hmotnost"",""value"":""10–13 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""160–180 cm"",""title_en"":""length""},{""title"":""rozpětí křídel"",""value"":""3,1–3,45 m"",""title_en"":""wingspan""}]","Je to největší druh pelikána. Na rozdíl od pelikána bílého loví obvykle sám, nanejvýš v párech nebo trojicích. Hnízdo, vysoké až 1 m, buduje v hustém porostu na zemi nebo na plovoucích ostrůvcích vegetace.","It is the largest pelican species. Unlike the Eastern white pelican, it tends to hunt alone, or at most in pairs or threes. The nest, up to 1 m tall, is built in dense plant cover or on floating islands of vegetation.","Největší hrozbou pro pelikány kadeřavé bylo a je ničení míst, kde žijí – vysoušení mokřadů, úprava vodních toků a jejich znečišťování nebo výstavba podél břehů. Lidé je však ohrožují také nadměrným rybolovem, který pelikány připravuje o potravu, rybáři je pronásledují coby konkurenci a ve východní Asii je pastevci loví, aby z jejich vaků vyrobili brašny.","The greatest threat to the Dalmatian pelicans was and is the destruction of the places where they live – draining wetlands, altering watercourses and their pollution or construction along the shores. However, people also present a threat by overfishing, which deprives the pelicans of food, fishermen persecute them as a competitor and, in Eastern Asia, shepherds hunt them to make bags from their pouches.",,,30,,,,,,"Asie, Evropa","Asia, Europe"
178,Pelikán skvrnozobý,50.1165742,14.4068603,Spot-billed pelican,Pelecanus philippensis,veslonozí,Pelecaniformes,pelikánovití,Pelecanidae,,NT,,mokřady,wetlands,"ryby, méně i jiní živočichové","fish, to a lesser extent also other animals",obvykle 3 vejce;inkubace 30 dní,usually 3 eggs;incubation 30 days,"[{""title"":""hmotnost"",""value"":""5 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""127–152 cm"",""title_en"":""length""}]","Hnízdí v koloniích v korunách stromů, každý rok na stejném místě. V dospělosti má zobák posetý modrošedými skvrnkami. Je to jeden z nejvzácnějších pelikánů, dnes se vyskytuje jen na zlomku původního areálu.","They nest in colonies in the treetops. Individual pairs build their nests at the same spot every year. The grey-blue spots on the bill are characteristic of adult birds. This is one of the rarest species of pelicans, nowadays to be found only in remnants of its original range.",,,,,30,,,"Pelikáni, podobně jako mnohé jiné druhy ptáků (např. plameňáci, jeřábi, husy, orli a sokoli, ale také arové či tukani...), používají během spánku vlastní záda coby jakýsi druh polštáře. Otočí hlavu „čelem vzad“, zobák si položí na hřbet mezi křídla a pohodlně ho zaboří do peří.","Pelicans, like many other bird species (such as flamingos, cranes, geese, eagles and falcons, as well as macaws or toucans...), use their back as a kind of pillow whilst sleeping. The bird turns its head around 180° and nestles its bill in the feathers on the ridge between the wings.",,Asie,Asia
181,Pes pralesní,0,0,Bush dog,Speothos venaticus,šelmy,Carnivora,psovití,Canidae,,NT,,"lesy a křovinaté savany, vždy poblíž vody","forest, bushy savannas, always near water","středně velcí obratlovci, hlavně savci","medium-sized vertebrates, mainly mammals",březost 67 dní;1–6 mláďat,březost 67 dní;1–6 mláďat,"[{""title"":""hmotnost"",""value"":""5–7 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""57,5–75 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""12,5–15 cm"",""title_en"":""tail lenght""},{""title"":""výška v kohoutku"",""value"":""30 cm"",""title_en"":""shoulder height""}]","Žijí ve smečkách čítajících až 12 jedinců, kteří společnými silami dovedou ulovit dokonce i kapybaru. Při pohybu v hustém podrostu se dorozumívají pronikavým štěkáním. Ve skupině se obvykle množí jediná samice, s péčí o mláďata však pomáhá celá smečka.","Bush dogs are sociable and live in groups of up to 12 animals. When hunting in a pack, they are able to tackle prey as large as capybara. In the undergrowth they communicate by piercing barking. In a group, it is usually a single female that reproduces, but the whole pack helps with caring for the young.",,,Psi pralesní mají v zoologických zahradách pověst obtížně chovatelných zvířat. V pražské zoo se však úspěšně množí a od příchodu prvních jedinců v roce 1988 se zde narodilo více než sto mláďat.,"Bush dogs have a reputation of being difficult to breed in zoos. However, they have successfully bred at Prague Zoo and since the arrival of the first specimens in 1988 more than a hundred pups have been born.",,,,"Protáhlým válcovitým tělem a krátkými končetinami se psi pralesní podobají spíše kunovitým šelmám než jiným psům. Souvisí to se způsobem života – snáze se tak prodírají hustým porostem a proklouznou i spletí lián. Plochá hlava s malými boltci i silný krk jsou uzpůsobené k prorážení husté vegetace. Krátké plovací blány psům umožňují bezpečný pohyb v bažinatém terénu a ve vodě.
Psi pralesní, podobně jako jiné psovité šelmy, využívají coby jeden ze způsobů ko- munikace pachové značky, které vytvářejí močením na vybraná místa. Samci při značkování zvedají zadní nohu tak, jak to známe od domácích psů. Samice jsou pozoruhodnější: aby svůj pach dostaly co nejvýše, staví se při značkování na přední nohy, takže dělají stojku!
","With their elongated cylindrical bodies and short legs, bush dogs are more like mustelids than other canids. This is related to their way of life – it is easier to make its way through the dense vegetation and slip through the tangle of lianas with a body like this.The flat head with small ears and a strong neck are designed for penetrating dense vegetation. Partially webbed feet allow the dogs to move safely in swampy terrain and water.
Bush dogs, similarly to other canids, use smell as one of the ways for communicating. They do this by urinating in selected places. Males do it, like domestic dogs, by cocking a hind leg at 90 degrees. The females are more remarkable in moving into a position to get their smell as high as possible: they stand on their front legs, in effect doing a hand-stand!",,Jižní Amerika,South America
182,Pes ušatý,50.1186472,14.4094878,Bat-eared fox,Otocyon megalotis,šelmy,Carnivora,psovití,Canidae,,LC,,křovinaté savany,open grassland and scrubland,"bezobratlí, malí obratlovci","invertebrates, small vertebrates",březost 60–75 dní;2–6 mláďat,gestation 60–75 days;2–6 young,"[{""title"":""hmotnost"",""value"":""3–5,5 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""46–66 cm"",""title_en"":""body length""},{""title"":""výška v kohoutku"",""value"":""30-40 cm"",""title_en"":""shoulder height""},{""title"":""délka ocasu"",""value"":""23-34 cm"",""title_en"":""tail lenght""}]","Žije v rodinných skupinách. Obrovské ušní boltce mu jednak pomáhají odvádět z těla přebytečné teplo, jednak zachytávají i velmi slabé zvuky, které vydává hmyz, jenž tvoří základ jeho jídelníčku. Specializuje se zvláště na termity a brouky.",It lives in family groups. The huge ears help it remove excess heat from the body and hear the very faint sounds that are emitted from the insects that form the basis of its diet. It specializes in eating termites and dung beetles.,,,"Psi ušatí se často zdržují v blízkosti kopytníků. Na trus těchto velkých savců se totiž slétá množství hmyzu, což pro psy představuje prostřený stůl. Převážně hmyzímu jídelníčku se uzpůsobil i chrup psů ušatých: místo 42 zubů obvyklých u jiných psovitých šelem jich mají až 50.","Bat-eared foxes often hang around hoofed animals. The dung of these large mammals attracts a number of insects, providing a ready feast for the foxes. Predominantly insect-based diet is reflected also in their dentition: they have up to 50 teeth instead of 42 usual in other canids.",2,,,"Psi ušatí mají výmluvnou řeč těla, která zahrnuje různé postoje a změny postavení uší a ocasu. Mezi nejvýraznější signály patří hrozba, při které se pes naježí a vyklene záda do „kočičího hřbetu“. Pokud pes hrozí v sebeobraně, sklopí navíc uši a skloní hlavu. Při útočné hrozbě jsou naopak uši nastražené, hlava míří vpřed a ocas se klene do oblouku.","Bat-eared foxes have eloquent body language involving various stances and changes in the position of the ears and tail. The most striking signal is the threat: the fox’s hair bristles and it arches its back like a cat. If a fox is threatening in self-defence, it lowers its ears and head. In contrast, during an offensive threat, the ears prick up, the head points forward and the tail is arched.",,Jižní a Východní Afrika,South and East Africa
195,Morčák bílý,0,0,Smew,Mergellus albellus,vrubozobí,Anseriformes,kachnovití,Anatidae,,LC,,"jezera a řeky, v zimě i mořské pobřeží","lakes and rivers, sea coast in winter","menší vodní živočichové, části vodních rostlin","small aquatic animals, parts of aquatic plants",7–9 vajec;inkubace 26–28 dní,7–9 eggs;incubation 26–28 days,"[{""title"":""hmotnost"",""value"":""0,5–0,9 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""35–44 cm"",""title_en"":""length""}]","Stejně jako ostatní morčáci má zobák zakončený hákovitou špičkou, což mu usnadňuje lov kořisti. Mimo hnízdní období žije v hejnech, často s hoholem severním, se kterým se někdy i kříží. Hnízdí ve stromových dutinách.","As with other mergansers, the beak of the smew ends with a hooked tip, which makes it easier to catch prey. Outside the breeding season, the smews live in flocks, often together with common goldeneyes, with which they sometimes interbreed. They nest in tree cavities.",,,,,25,,,,,,"Asie, Evropa (Hnízdí v severských lesích, zimuje jižněji. ) ","Asia, Europe (It breeds in northern forests, winters further south.)"
183,Pižmovka bělokřídlá,50.1168669,14.4027417,White-winged wood duck,Asarcornis scutulata,vrubozobí,Anseriformes,kachnovití,Anatidae,,EN,,"mokřady, okolí stojatých vod, podmáčené lesy","wetlands, swamp forests","semena, vodní rostliny i drobní živočichové","seeds, aquatic plants, small animals",6–16 vajec;inkubace 32–34 dny,6–16 eggs;incubation 32–34 days,"[{""title"":""hmotnost"",""value"":""1,7–4,3 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""66–81 cm"",""title_en"":""length""}]","Pižmovka bělokřídlá ke svému životu nezbytně potřebuje vzrostlé stromy – odpočívá na nich a hnízdí v jejich dutinách. Žije v párech a je velmi plachá. Za potravou, kterou hledá na mělčinách, často vychází až v noci. Ozývá se zvonivým voláním.","White-winged wood ducks need for their life high-grown trees – they roost on them and nest in their hollows. They live in pairs and are very shy, often coming out to forage only at night. They make themselves heard using tinkling calls.","Pižmovka bělokřídlá kdysi obývala rozlehlý areál, dnes je však její populace odhadována na pouhých několik set ptáků žijících v mnoha maličkých, vzájemně izolovaných oblastech. Důvodem je kácení lesů, vysušování mokřadů, stavba vodních elektráren a další zásahy do jejího prostředí.","The white-winged wood duck once inhabited an extensive area, nowadays, however, its population is estimated to be just a few hundred birds living in many tiny, mutually isolated areas. The reason is the felling of forests, drying out of wetlands, the construction of hydropower plants and other impacts on its habitat.","Pižmovka bělokřídlá je národním ptákem severoindického státu Ásám, jedné z posledních zemí, kde tento druh dosud přežívá. Pro její přízračné volání se jí v ásámštině říká „duchařská kachna“.","The white-winged wood duck is the state bird of the northern Indian state of Assam, one of the last countries where the species still survives. Due to its ghostly call, it is known there as the “Spirit Duck”.",25,,,,,,"Severní Indonésie, Asie","North Indonesia, Asia"
184,Maloočka lovecká,0,0,Huntsman spider,Heteropoda venatoria,pavouci,Araneae,maloočkovití,Sparassidae,,,,"plantáže, budovy","plantations, buildings",hmyz včetně švábů,insects including cockroaches,zhruba 200 vajíček;inkubace 1 měsíc,around 200 eggs;incubation 1 month,"[{""title"":""hmotnost"",""value"":""1,5 g"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""2–3 cm "",""title_en"":""body length""},{""title"":""rozpětí nohou"",""value"":""37–12 cm"",""title_en"":""leg span""}]","Maloočky jsou velcí noční pavouci vázaní na přítomnost člověka. Žijí v tropech celého světa, především v přístavních městech, kam se dostaly jako černí pasažéři na lodích. Netkají sítě, ale loví kořist útokem ze zálohy.","Huntsman spiders are large nocturnal spiders that are partly dependent on the presence of humans. They live in the tropics throughout the world, above all in ports, where they arrive as stowaways on ships. They do not spin webs; instead they catch their prey by actively hunting or ambushing it.",,,,,10,,,"Samci malooček mají menší zadeček, ale delší nohy než samice. Poznají se i podle zvětšených konců makadel – přeměněných končetin poblíž ústního ústrojí. Těmi dopravují váček se spermiemi do pohlavního otvoru samice. Matka klade vajíčka do bílé ploché ootéky (vaječného pouzdra) velikosti pětikoruny. Tu nosí pod tělem, dokud se z ní nerozlezou malí pavoučci.",Male huntsman spiders have a smaller abdomen but longer legs than females. They can also be recognized by the enlarged ends of the pedipalps – modified limbs near the mouth. They use these to carry the sperm pouch to the female’s seminal receptacle. The mother lays her eggs in a white ootheca (egg sac) the size of a five-crown coin. It wears this under the body until the spiderlings hatch.,,"Afrika, Asie, Jižní Amerika, Severní Amerika (cirkumtropické rozšíření - tropy celého světa) ","Africa, Asia, South America, North America (circumtropical distribution - tropics of the whole world)"
186,Plameňák chilský,50.1161472,14.4070306,Chilean flamingo,Phoenicopterus chilensis,plameňáci,Phoenicopteriformes,plameňákovití,Phoenicopteridae,,NT,,laguny a jezera (i vysokohorská),lagoons and lakes (even high in the mountains),drobní vodní bezobratlí,small aquatic animals,1 vejce;inkubace 27–31 dní,1 egg;incubation 27–31 days,"[{""title"":""hmotnost"",""value"":""2,3 kg"",""title_en"":""weight""},{""title"":""výška"",""value"":""110–130 cm"",""title_en"":""height""}]","Jeho typickým znakem jsou šedé nohy se sytě růžovými klouby a větší podíl černé na zobáku (sahá až k jeho ohybu). Ptáků v přírodě ubývá, přesto se zatím řadí mezi hojnější z jihoamerických druhů plameňáků.","It can be distinguished by its grey legs with deep-pink joints and by its extensive black coloration on its beak. The number of birds in the wild is declining, yet they are still among the most abundant species of South American flamingos.",,,,,29,,,"Plameňáci hnízdí v koloniích čítajících i několik set tisíc ptáků. Aby sjednotili načasování snůšek a líhnutí mláďat, pouštějí se už několik měsíců před snůškou do hromadných zásnubních tanců. Šedé mládě se líhne v homolovitém hnízdě z bláta, umístěném nejčastěji na obnaženém dně. Krmí ho oba rodiče zvláštní tvarohovitou výstelkou volete.","Flamingos nest in colonies of several hundred thousand birds. In order to synchronise egg laying and hatching they engage in mass courtship dances a few months before laying. The young hatch with grey plumage in a conical nest made of mud, most commonly found on mudflats. Both parents feed the chick with a special milk-like substance from their crop.",,Jižní Amerika,South America
187,Plameňák kubánský,50.1161472,14.4070306,Caribbean flamingo,Phoenicopterus ruber,plameňáci,Phoenicopteriformes,plameňákovití,Phoenicopteridae,,LC,,"mělká jezera, laguny, pobřeží","shallow lakes, lagoons, coast",vodní bezobratlí a řasy,aquatic invertebrates and algae,1 vejce;inkubace 27–31 dní,1 egg;incubation 27–31 days,"[{""title"":""hmotnost"",""value"":""2,2–2,8 kg"",""title_en"":""weight""},{""title"":""výška"",""value"":""120–140 cm"",""title_en"":""height""}]","Vytváří 4 oddělené populace, galapážská je silně ohrožená. Je blízký příbuzný plameňáka růžového, má však tmavší, sytě lososové peří. To svůj tón získává – jako u všech plameňáků – z přírodních barviv v potravě.","It occurs in 4 populations, with the Galapagos one facing a serious threat to its survival. It is closely related to the greater flamingo, from which, however, it is distinguished by its strikingly deepsalmon plumage. As with all flamingos, it obtains its colour from natural pigments in its food.",,,,,,,,"Zobák plameňáků je vybavený jemnými lamelami s funkcí síta, přes které ptáci cedí částečky potravy. Pták do zobáku nabere kalnou vodu plnou drobných organimů, přivře zobák, aby zůstala jen škvíra zakrytá lamelami, a přes ni pak jazykem vytlačí všechnu vodu ven. Nakonec spolkne to, co se na lamelách zachytilo.","The flamingo’s bill is equipped with fine lamellae that act as a sieve to separate the bird’s food from mud and silt. The bird takes muddy water full of small organisms into its bill, closes the bill so only a small chink is left covered with the lamellae, and squeezes the water out of this chink using its tongue. It then swallows the food caught in the lamellae.",,Střední Amerika a sever Jižní Ameriky,Central America and northern South America
188,Mandelík hajní,0,0,Common roller,Coracias garrulus,srostloprstí,Coraciiformes,mandelíkovití,Coraciidae,,LC,,"otevřená krajina s lesíky, staré sady","open countryside with patches of forest, old orchards",drobní živočichové,small creatures (mainly beetles),3–7 vajec;inkubace 17–20 dní,3–7 eggs;incubation 17–20 days,"[{""title"":""hmotnost"",""value"":""100–160 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""30–32 cm"",""title_en"":""length""}]","Větší část roku tráví v Africe, u nás pobývá obvykle od druhé poloviny dubna do začátku září. Součástí námluv jsou akrobatické svatební lety, při kterých samec předvádí přemety ve vzduchu a hlasitě křičí.","It spends most of the year in Africa, usually staying in Europe from the second half of April until the beginning of September. Courting rituals include acrobatic nuptial flights, in which the male performs loops in the air and calls loudly.","Ještě před 50 lety bylo mandelíka hajního možné poměrně často spatřit i v naší přírodě, dnes však u nás prakticky vyhynul a také ve zbytku Evropy se jeho stavy snižují. Důvodem je jednak úbytek doupných stromů (stromů s vhodnými hnízdními dutinami), jednak nadměrné používání pesticidů. Navíc jsou mandelíci pronásledováni na tazích v jižní Evropě a Asii.","Even 50 years ago it was possible to see the European Roller relatively often in the Czech countryside, however, nowadays it is virtually extinct in the Czech Republic, moreover, its numbers are decreasing in the rest of Europe too. The reason is both the loss of trees with suitable nesting cavities and the excessive use of pesticides. Additionally, rollers are persecuted on their migration over southern Europe and Asia.",,,,,,,,,"Afrika, Asie, Evropa (Poddruh C. g. garrulus hnízdí v pásu od SZ Afriky přes jižní až střední Evropu po JZ Sibiř a zimuje v Africe, poddruh C. g. semenowi hnízdí od Iráku po JZ Čínu a zimuje rovněž v Africe.) ","Africa, Asia, Europe"
189,"Mangusta liščí ",50.1186472,14.4094878,Yellow mongoose,Cynictis penicillata,šelmy,Carnivora,promykovití,Herpestidae,,LC,,"otevřená travnatá krajina, suché a křovité savany","open grassland, scrub and arid savannas",hmyz a jiní drobní živočichové,insects and other small animals,březost 60–62 dny;2–3 mláďata,gestation 60–62 days;2–3 young,"[{""title"":""hmotnost"",""value"":""0,5–0,8 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""25–40 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""18–30 cm"",""title_en"":""tail length""}]","Žije v koloniích tvořených většinou rodiči a mláďaty z několika vrhů. Nezřídka obývá nory veverek kapských. Podobně jako u surikat postávají členové skupiny často na zadních a drží stráž, aby mohli včas rozpoznat nebezpečí a varovat před ním ostatní.","The yellow mongooses live in colonies consisting mostly of parents and their offspring from several litters. They often move into the burrows of Cape ground squirrels. They also guard the group cautiously standing on their hind limbs, just as meerkats do, in order to warn against possible dangers in time.",,,,,2,"{""text"":""Nenaklánějte se přes sklo! Jsme divoká zvířata a máme ostré zuby."",""text_en"":""Do not lean over the glass! We are wild animals with sharp teeth."",""text_ru"":""Не наклоняйтесь над стеклом! Мы дикие животные и у нас острые зубы.""}",,"Oční panenky mangust jsou vodorovně protažené, což je poměrně neobvyklé u šelem, ale zcela běžné u ovcí, koz nebo koní. Tento tvar zvířatům zaručuje ostřejší vidění horizontu a panoramatický rozhled, a tedy rychlejší odhalení predátorů a dokonalejší rozpoznávání překážek na cestě. Výhodné, když se nechcete stát něčí potravou!","Mongooses have horizontally elongated pupils, which is quite unusual in carnivores, but quite common in sheep, goats or horses. This shape gives the animals a sharper view of the horizon and a panoramic view, thus they can spot predators faster and better recognise obstacles in their path. Useful if you do not want to become someone’s food!",,"Afrika (jižní Afrika – Namibie, Botswana, Natal, Transvaal, Zimbabwe, Kapská provincie)","Africa (Southern Africa - Namibia, Botswana, Natal, Transvaal, Zimbabwe, Cape Province)"
190,"Mangusta trpasličí ",50.1186472,14.4094878,Common dwarf mongoose,Helogale parvula,šelmy,Carnivora,promykovití,Herpestidae,,LC,,"savana, křoviny, světlé lesy","wooded savannas, thickets, open woodland",hmyz a jiní drobní živočichové,insects and other small animals,březost 49–56 dní;2–5 mláďat,gestation 49–56 days;2–5 young,"[{""title"":""hmotnost"",""value"":""cca 275 g"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""18–26 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""12–20 cm"",""title_en"":""tail length""}]","Hmotností ji předčí i laboratorní potkan, což z ní činí nejmenší šelmu jižně od Sahary. Žije v rodinných skupinách, ve kterých se obvykle rozmnožuje pouze vedoucí samice, všichni ale pomáhají s péčí o mláďata. Loví hlavně hmyz, k čemuž má uzpůsobený chrup.","Even laboratory rats are heavier than this smallest Sub-Saharan carnivore. It lives in family groups, where usually only one dominant female breeds, but all the others help with the care of the young. It mainly hunts insects for which it has specially adapted teeth.",,,,,2,"{""text"":""Děkujeme, že neboucháte na sklo a neoslňujete nás blesky."",""text_en"":""Thank you for not banging on the glass and not dazzling us with flashes."",""text_ru"":""Благодарим Вас за то, что не стучите по стеклу и не ослепляете нас вспышками!""}",,"Mangusty trpasličí značkují své území výměškem ze žláz pod ocasem, a to tak, že se zadečkem třou o vhodnou svislou plochu, například termitiště nebo kmen stromu. Aby svou značku dostaly co nejvýše, často si při tom neváhají stoupnout na přední a udělat stojku. Čím výš je totiž značka umístěná, tím je pro ostatní mangusty zajímavější.","Common dwarf mongooses mark their territory with an excretion from the glands under the tail, by rubbing their rear on a suitable vertical surface, such as a termite nest or tree trunk. In order to get their scent as high as possible, they often stand on their front legs in a hand stand. The higher the mark is placed, the more interesting it is for other mongooses.",,Afrika (Etiopie až Angola),Africa (Ethiopia to Angola)
191,Mara slaništní,0,0,Chacoan mara,Dolichotis salinicola,hlodavci,Rodentia,morčatovití,Caviidae,,LC,,suchý trnitý buš,dry thorny bush,"listy, byliny, tráva apod.","leaves, herbs, grass",březost 77 dní;1–3 mláďata,gestation 77 days;1–3 young,"[{""title"":""hmotnost"",""value"":""2,5 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""36–49 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""1,5–3,5 cm"",""title_en"":""tail length""}]","Mara slaništní je výrazně menší a v chovech vzácnější než její známější příbuzná mara stepní. Stejně jako ona si staví rozsáhlé nory, které jsou navenek nápadné vysokými hromadami hlíny u vchodů. V nich tráví noc, odchovává mláďata a ukrývá se před nepřáteli.","Chacoan mara is a smaller and rarer relative of the well-known Patagonian mara. It spends nights in underground burrows conspicuous by heaps of soil at their entrances. It brings up its young here as well. In daytime, it comes out to graze.",,,Novodobá historie chovu mar slaništních v Zoo Praha začala v roce 2012 – a od té doby u nás vyrostlo již mnoho desítek mláďat.,"The modern history of Prague Zoo keeping the Chacoan mara began in 2012; since then, the zoo has reared scores of young.",,"{""text"":""Děkujeme, že nás neoslňu- jete blesky a neboucháte na sklo."",""text_en"":""Thank you for not dazzling us with flashes and not banging on the glass.""}",,Novodobá historie chovu mar slaništních v Zoo Praha začala v roce 2012 – a od té doby u nás vyrostlo již mnoho desítek mláďat.,"The modern history of Prague Zoo keeping the Chacoan
mara began in 2012; since then, the zoo has reared scores
of young.",," Jižní Amerika (Paraguay, jižní Bolívie, severozápadní Argentina)","South America (Paraguay, southern Bolivia, northwestern Argentina)"
192,"Marabu africký ",0,0,Marabou strok,Leptoptilos crumenifer,brodiví,Ciconiiformes,čápovití,Ciconiidae,,LC,,"otevřená krajina, buš","open countryside, bush","malí obratlovci, zdechliny","small animals, carrion",2–3 vejce;inkubace 30–31 den,2–3 eggs;incubation 30–31 days,"[{""title"":""hmotnost"",""value"":""4–8,9 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""89–120 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""26–30,5 cm"",""title_en"":""tail length""},{""title"":""rozpětí křídel"",""value"":""225–287 cm"",""title_en"":""wingspan""}]","Marabu je příbuzný našich čápů, jeho hlavní potravou jsou ale zdechliny. Dovede také obratně chytat kraby nebo hmyz vyplašený požárem. Mnoho času tráví sluněním s roztaženými křídly a zobákem opřeným o lysý hrdelní vak.","Its main source of food is carrion. However, it can also catch live small prey and often hunts in front of grass fires, grabbing fleeing animals such as insects or snakes. It spends much time basking in the sun, with the wings stretched out and the beak leaning against the bald throat sack.",,,"Marabuové mají téměř vždy bílé nohy. Není to ale jejich přirozená barva – ve skutečnosti se jedná o trus, který si marabuové nechávají stékat po nohou, aby se během horkých dnů ochladili.","Marabous almost always have white legs. But it’s not their natural colour – in fact, they are droppings that run down the Marabou’s leg and cool them during hot days.",,,,"Marabuové žijí většinu roku samotářsky; více jich zastihneme jen u velké zdechliny nebo na okraji požáru, kde loví. Změna nastává v době hnízdění, kdy se na oblíbeném hnízdišti slétne i několik desítek párů. Obrovitá hnízda na stromech mají v průměru i více než dva metry. Zahřívání vajec je úkolem samice, ale při krmení mláďat jí partner pomáhá.","For most of the year Marabous live alone; they only gather in greater numbers around a large carcass or on the edge of a wildfire, where they hunt down escaping animals. This changes at the time of nesting, when dozens of pairs gather at a favourite nesting site. The huge nests in trees can have a diameter of over 2 metres. The female warms the eggs, however, the male helps with feeding the young.",,Afrika (subsaharská Afrika),Africa (Sub-Saharan Africa)
193,Medojed,50.1186472,14.4094878,Honey badger,Mellivora capensis,šelmy,Carnivora,lasicovití,Mustelidae,,LC,,od pouští až po husté deštné lesy,from deserts to dense rainforest,"živá kořist, vejce, med, plody, mršiny","live prey, eggs, honey, fruits, carrion",březost 7 týdnů;1–2 mláďata,gestation 7 weeks;1–2 young,"[{""title"":""hmotnost"",""value"":""7–13 kg"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""60–77 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""20–30 cm"",""title_en"":""tail length""},{""title"":""výška v kohoutku"",""value"":""25–30 cm"",""title_en"":""shoulder height""}]","Je neobyčejně houževnatý a bojovný, s tuhou volnou kůží, která ho chrání před kousnutím, bodnutím i dalšími šrámy. Na jídelníčku má proto i jedovaté hady či med a larvy divokých včel. Žije samotářsky a při pátrání po potravě urazí za noc mnoho kilometrů.","It is extraordinarily tough, with stiff loose skin that protects it from bites, stings and scratches. Thus the diet includes venomous snakes and honey and the larvae of wild bees. It is solitary and can rove for many kilometres when foraging.",,,"Pražská zoo byla první zoologickou zahradou v Evropě (a možná i na světě), které se podařilo úspěšně odchovat mláďata medojedů přirozeným způsobem, tzn. pod matkou. Stalo se tak v roce 2004.","In 2004, Prague Zoo was the first zoo in Europe (and perhaps even the world) to successfully rear honey badger young naturally, i.e. “under the mother”.",2,,,"Medojedi (1) žijí výhradně ve Starém Světě. V Jižní a Střední Americe bychom se však mohli setkat se šelmami, které se medojedům značně podobají, jen jsou menší a mají poněkud protáhlejší tělo. Jedná se o grizony (2). Stejně jako medojed, i grizoni se řadí mezi lasicovité šelmy, blíže příbuzní s ním však nejsou a podobný vzhled je pouze důsledkem souběžné evoluce.","Honey badgers (1) live exclusively in the Old World. In South and Central America, however, we can encounter carnivores that are very similar to them, although they are smaller and have a rather elongated body. These are grisons (2). Just like the honey badger, grisons are also mustelids, but they are not closely related to the honey badger. The similar form is simply the result of convergent evolution.",," Afrika, Asie (téměř celá Afrika, západní a střední část jižní Asie)","Africa, Asia (almost all of Africa, western and central parts of South Asia)"
